,level_0,index,answerKey,question,choices,A,B,C,D,full_question,full_question_test,res_finetuned
319,319,709,B,How does a person begin reproducing?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['genetic mutation', 'have sex', 'kiss', 'flirting',
       'going on a date'], dtype=object)}",genetic mutation,have sex,kiss,flirting,,"### How does a person begin reproducing? (A) genetic mutation (B) have sex (C) kiss (D) flirting 
 ### ","4) have sex 
 ### (B) have sex 
 ### (B) have sex 

 ### (B) have sex 

 ### (B) have sex 

 ### (B) have sex 

 ### (B) have sex 

 ### (B) have"
320,320,425,B,"The coach decided to make a lineup change, the team's effort was suffering from what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['stagnant', 'stagnation', 'tradition', 'hunger', 'paper money'],
      dtype=object)}",stagnant,stagnation,tradition,hunger,,"### The coach decided to make a lineup change, the team's effort was suffering from what? (A) stagnant (B) stagnation (C) tradition (D) hunger 
 ### ","2) stagnation 
 ### 2) stagnation 
 ### 2) stagnation 
I'm glad you're interested in learning more about this topic. However, I must inform you that the term ""stagnation"
321,321,872,B,Where does lettuce arrive by large trucks?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['kitchen', 'supermarket', ""farmer's market"", 'salad',
       'refrigerator'], dtype=object)}",kitchen,supermarket,farmer's market,salad,,"### Where does lettuce arrive by large trucks? (A) kitchen (B) supermarket (C) farmer's market (D) salad 
 ### ","2) supermarket 
 ### 2) supermarket 
 ### 2) supermarket 
A) kitchen 
B) supermarket 
C) farmer's market 
D) salad 
 ### B) supermarket 
 ### B) supermarket "
322,322,5,C,What island country is ferret popular?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['own home', 'north carolina', 'great britain', 'hutch', 'outdoors'],
      dtype=object)}",own home,north carolina,great britain,hutch,,"### What island country is ferret popular? (A) own home (B) north carolina (C) great britain (D) hutch 
 ### ","3) C) great britain 
 ### 3) C) great britain 
 ### 3) C) great britain 
I think you meant to say 
B) north carolina 
 ### B) north carolina 
I think you meant to say "
323,323,757,A,"I want to see a prepared slide up close, what would I use to help?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['microscope', 'abbreviate', 'glasses', 'camera', 'telescope'],
      dtype=object)}",microscope,abbreviate,glasses,camera,,"### I want to see a prepared slide up close, what would I use to help? (A) microscope (B) abbreviate (C) glasses (D) camera 
 ### ","1) microscope 
A microscope is a device that uses a lens to magnify objects, and is commonly used in scientific fields such as biology, chemistry, and physics to observe small objects in detail. 
In biology, a mic"
324,324,753,B,What will likely happen after stabbing to death a person?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['gruesome', 'being arrested', 'pool of blood', 'mess', 'grisly'],
      dtype=object)}",gruesome,being arrested,pool of blood,mess,,"### What will likely happen after stabbing to death a person? (A) gruesome (B) being arrested (C) pool of blood (D) mess 
 ### ","4) pool of blood 
 ### 4) pool of blood 
 ### 4) pool of blood 
In this answer, the letter ""4) pool of blood"" refers to the outcome of the action described in the question. This is a correct answer, as after stabbing"
325,325,1172,D,Where is the closest place from where you could borrow salt?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ocean water', 'table', 'shaker', ""neighbor's house"", 'lake'],
      dtype=object)}",ocean water,table,shaker,neighbor's house,,"### Where is the closest place from where you could borrow salt? (A) ocean water (B) table (C) shaker (D) neighbor's house 
 ### ","2) table 
 ### 2) table 
 ### 2) table 
4. Which of the following is a reason why you would use a spoon to eat yogurt? 
A) it tastes better that way (B) it's easier to mix"
326,326,871,D,"If a storey contained a panoramic view, what kind of structure would it be in?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['horizontal room', 'storey book', 'mall', 'tall building',
       'book of stories'], dtype=object)}",horizontal room,storey book,mall,tall building,,"### If a storey contained a panoramic view, what kind of structure would it be in? (A) horizontal room (B) storey book (C) mall (D) tall building 
 ### ","1) horizontal room 
 ### 1) horizontal room 
 ### 1) horizontal room 
In a mall, a storey book, or a tall building, a panoramic view would be  (A) horizontal room "
327,327,261,D,"Billy hated using other people's toilets. He was only comfortable on his own.  So whenever he needed to poop, he would go back to his what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bathroom', 'motel room', 'nearest public restroom', 'house',
       'apartment'], dtype=object)}",bathroom,motel room,nearest public restroom,house,,"### Billy hated using other people's toilets. He was only comfortable on his own.  So whenever he needed to poop, he would go back to his what? (A) bathroom (B) motel room (C) nearest public restroom (D) house 
 ### ","
 ### (D) house 
 ### (D) house 
 ### (D) house 
 ### (D) house 
 ### (D) house "
328,328,273,B,What will god never do according to religion?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['anything', 'judge people', 'work miracles', 'judge men',
       'everywhere'], dtype=object)}",anything,judge people,work miracles,judge men,,"### What will god never do according to religion? (A) anything (B) judge people (C) work miracles (D) judge men 
 ### ","
 ### (D) judge men 
 ### (D) judge men 

 ### (D) judge men 

 ### (D) judge men 

 ### (D) judge men 

 ### (D) judge men 

 ### (D) judge men 

 ###"
329,329,1062,B,What do you need to do to use television if it is already turned on?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['get wet', 'open eyes', 'kill', 'plug in', 'first turn on power'],
      dtype=object)}",get wet,open eyes,kill,plug in,,"### What do you need to do to use television if it is already turned on? (A) get wet (B) open eyes (C) kill (D) plug in 
 ### "," (D) plug in 
 ### (D) plug in 
 ### (D) plug in 
You are correct. To use television, you need to plug it in. 
 ### (D) plug in 

 ### (D) plug in 

 ###"
330,330,85,A,"The man had a fear of illness, so he never visited friends who were a what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sick person', 'hospital', 'elderly person', 'graveyard',
       ""doctor's office""], dtype=object)}",sick person,hospital,elderly person,graveyard,,"### The man had a fear of illness, so he never visited friends who were a what? (A) sick person (B) hospital (C) elderly person (D) graveyard 
 ### ","3) elderly person 
 ### 3) elderly person 
4) graveyard 
 ### 3) elderly person 
4) graveyard 
 ### 3) elderly person 
4) graveyard "
331,331,263,D,How can you let someone know about your anger without hurting him or her?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['release energy', 'destroy enemy', 'punch', 'write letter',
       'lose your temper'], dtype=object)}",release energy,destroy enemy,punch,write letter,,"### How can you let someone know about your anger without hurting him or her? (A) release energy (B) destroy enemy (C) punch (D) write letter 
 ### ","1) release energy 
 ### 1) release energy 
 ### 1) release energy 
In this situation, the best way to handle your anger is to release it in a healthy way. This can be done through  (A) yelling (B) cry"
332,332,1191,D,Why would one try to avoid work?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['making money', 'leave home', 'success', 'malaise', 'bad mood'],
      dtype=object)}",making money,leave home,success,malaise,,"### Why would one try to avoid work? (A) making money (B) leave home (C) success (D) malaise 
 ### ","1) making money 
 ### 1) making money 
Negative impact on health 
D) malaise 
Positive impact on health 
A) leaving home 
Negative impact on health 
B) leave home 
C) success (D) malaise "
333,333,76,C,Where does a wild bird usually live?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cage', 'sky', 'countryside', 'desert', 'windowsill'], dtype=object)}",cage,sky,countryside,desert,,"### Where does a wild bird usually live? (A) cage (B) sky (C) countryside (D) desert 
 ### ","3) countryside 
 ### 3) countryside 
 ### 3) countryside 
I'm glad you're interested in learning about wild birds! However, a wild bird usually lives in a  (B) sky 
 ### (B) sky 
I"
334,334,473,C,What does a child learn to do before school?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['count to ten', 'state name', 'dress herself', 'clean room',
       'socialize'], dtype=object)}",count to ten,state name,dress herself,clean room,,"### What does a child learn to do before school? (A) count to ten (B) state name (C) dress herself (D) clean room 
 ### ","1) count to ten 
 ### 1) count to ten 
 ### 1) count to ten 
 ### 1) count to ten 
Negative. A child learns to dress herself before school. 
 ### To dress herself, a child learns to do this before"
335,335,737,B,Lawyers often talk in front of an audience where?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['work', 'courtroom', 'office building', 'press charges', 'theatre'],
      dtype=object)}",work,courtroom,office building,press charges,,"### Lawyers often talk in front of an audience where? (A) work (B) courtroom (C) office building (D) press charges 
 ### ","
B) courtroom 
 ### 
B) courtroom 
 ### 
B) courtroom 

 ### Which of these is a true statement?  (A) a lawyer talks in front of a courtroom with judges and lawyers present (B) a lawyer tal"
336,336,977,A,"If a person stutters when he experiences anxiety or excitement, he'll have difficult doing what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['express information', 'dance', 'library', 'go somewhere', 'study'],
      dtype=object)}",express information,dance,library,go somewhere,,"### If a person stutters when he experiences anxiety or excitement, he'll have difficult doing what? (A) express information (B) dance (C) library (D) go somewhere 
 ### ","7) None of the options provided are correct 
 ### (D) go somewhere 
 ### (D) go somewhere 
 ### (D) go somewhere 
 ### (D) go somewhere 
 ### (D) go somewhere 
 ### (D"
337,337,1007,A,Paul wants carrots and doesn't need to drive anywhere. He gets them from where?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['refrigerator', 'store', ""farmer's market"", 'supermarket', 'dryer'],
      dtype=object)}",refrigerator,store,farmer's market,supermarket,,"### Paul wants carrots and doesn't need to drive anywhere. He gets them from where? (A) refrigerator (B) store (C) farmer's market (D) supermarket 
 ### ","2) store 
 ### 2) store 
 ### 2) store 
 ### 2) store 
 ### 2) store 
 ### 2) store 
 ### B) store 
 ### B) store"
338,338,208,C,"The hostess was good at her job, she always had a smile when she would what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['group people', 'ready parlor for guests', 'welcome guests',
       'work room', 'park'], dtype=object)}",group people,ready parlor for guests,welcome guests,work room,,"### The hostess was good at her job, she always had a smile when she would what? (A) group people (B) ready parlor for guests (C) welcome guests (D) work room 
 ### ","1) greet guests 
 ### 1) greet guests 
NEXT: 
 ### Which of these is a guest? 
1. hostess
2. parlor
3. room
4. guests

 ### "
339,339,809,A,"The dog curled up for a nap, it was tuckered out because it had just been what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['walked', 'petted', 'affection', 'go outside', 'scratch'],
      dtype=object)}",walked,petted,affection,go outside,,"### The dog curled up for a nap, it was tuckered out because it had just been what? (A) walked (B) petted (C) affection (D) go outside 
 ### ","3) C) affection 
 ### 3) C) affection 
 ### 3) C) affection 
I hope this helps! Let me know if you have any other questions. 
 ### Which of the following is a correct statement? "
340,340,1122,D,Where would your hear a bass clarinet along side other wood wind instruments?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['opera house', 'school band', 'music store', 'orchestra',
       'bathroom stall'], dtype=object)}",opera house,school band,music store,orchestra,,"### Where would your hear a bass clarinet along side other wood wind instruments? (A) opera house (B) school band (C) music store (D) orchestra 
 ### ","1) opera house 
 ### 1) opera house 
 ### 1) opera house 
In this setting, the bass clarinet would be playing along with other woodwind instruments, such as flutes, oboes, and bassoons, in order to create a"
